n° 	mediumBlock 	mediumBest
1 	0.778158 	0.863679
2 	0.784537 	0.863679
3 	0.775643 	0.879249
4 	0.772498 	0.887521
5 	0.775146 	0.887521
6 	0.779042 	0.887521
7 	0.765126 	0.887521
8 	0.772751 	0.887521
9 	0.779393 	0.887521
10 	0.764263 	0.887521
11 	0.766686 	0.898480
12 	0.776309 	0.898480
13 	0.776300 	0.898480
14 	0.771288 	0.898480
15 	0.780885 	0.898480
16 	0.785841 	0.898480
17 	0.771647 	0.898480
18 	0.770773 	0.898480
19 	0.769967 	0.898480
20 	0.757687 	0.898480
21 	0.760460 	0.898480
22 	0.770944 	0.898480
23 	0.772667 	0.898480
24 	0.758676 	0.898480
25 	0.768816 	0.898480
26 	0.770155 	0.898480
27 	0.787549 	0.898480
28 	0.770239 	0.900720
29 	0.778333 	0.900720
30 	0.767434 	0.900720
31 	0.762849 	0.900720
32 	0.769366 	0.900720
33 	0.768455 	0.900720
34 	0.757300 	0.900720
35 	0.768592 	0.900720
36 	0.773393 	0.900720
37 	0.775249 	0.900720
38 	0.767923 	0.900720
39 	0.768045 	0.900720
40 	0.769223 	0.900720
41 	0.769715 	0.900720
42 	0.775118 	0.900720
43 	0.758255 	0.900720
44 	0.759622 	0.900720
45 	0.778855 	0.900720
46 	0.771648 	0.900720
47 	0.764782 	0.900720
48 	0.763110 	0.900720
49 	0.772865 	0.900720
50 	0.767771 	0.900720
51 	0.768519 	0.900720
52 	0.776654 	0.900720
53 	0.778929 	0.900720
54 	0.765858 	0.900720
55 	0.778721 	0.900720
56 	0.761109 	0.900720
57 	0.763707 	0.900720
58 	0.769191 	0.900720
59 	0.763131 	0.900720
60 	0.768737 	0.900720
61 	0.773476 	0.900720
62 	0.771844 	0.900720
63 	0.759010 	0.900720
64 	0.764816 	0.900720
65 	0.756623 	0.900720
66 	0.769933 	0.900720
67 	0.775107 	0.900720
68 	0.766314 	0.900720
69 	0.771015 	0.900720
70 	0.772335 	0.900720
71 	0.759839 	0.900720
72 	0.769653 	0.900720
73 	0.777975 	0.900720
74 	0.776147 	0.900720
75 	0.774593 	0.900720
76 	0.775858 	0.900720
77 	0.779938 	0.900720
78 	0.762283 	0.900720
79 	0.767590 	0.900720
80 	0.771969 	0.900720
81 	0.767230 	0.900720
82 	0.762715 	0.900720
83 	0.769212 	0.900720
84 	0.772915 	0.900720
85 	0.765655 	0.900720
