n° 	mediumBlock 	mediumBest
1 	0.785070 	0.881298
2 	0.774971 	0.886729
3 	0.776065 	0.886729
4 	0.765233 	0.886729
5 	0.774366 	0.886729
6 	0.783210 	0.886729
7 	0.778422 	0.886729
8 	0.774357 	0.886729
9 	0.772996 	0.886729
10 	0.766613 	0.886729
11 	0.783597 	0.886729
12 	0.779604 	0.886729
13 	0.772377 	0.886729
14 	0.774722 	0.886729
15 	0.766085 	0.903158
16 	0.770611 	0.903158
17 	0.774740 	0.903158
18 	0.774677 	0.903158
19 	0.773116 	0.903158
20 	0.769653 	0.903158
21 	0.775831 	0.903158
22 	0.772875 	0.903158
23 	0.766753 	0.903158
24 	0.770520 	0.903158
25 	0.770718 	0.903158
26 	0.784681 	0.903158
27 	0.763524 	0.903158
28 	0.777786 	0.903158
29 	0.762798 	0.903158
30 	0.772479 	0.903158
31 	0.767476 	0.903158
32 	0.769693 	0.903158
33 	0.773241 	0.903158
34 	0.771185 	0.903158
35 	0.779527 	0.903158
36 	0.760015 	0.903158
37 	0.778126 	0.903158
38 	0.777466 	0.903158
39 	0.772392 	0.903158
40 	0.775164 	0.918933
41 	0.763216 	0.918933
42 	0.777358 	0.918933
43 	0.758563 	0.918933
44 	0.770336 	0.918933
45 	0.765511 	0.918933
46 	0.769498 	0.918933
47 	0.777260 	0.918933
48 	0.766237 	0.918933
49 	0.767905 	0.918933
50 	0.780699 	0.918933
51 	0.774254 	0.918933
52 	0.758619 	0.918933
53 	0.772629 	0.918933
54 	0.765698 	0.918933
55 	0.762220 	0.918933
56 	0.772210 	0.918933
57 	0.770989 	0.918933
58 	0.762620 	0.918933
59 	0.773628 	0.918933
60 	0.774538 	0.918933
61 	0.772861 	0.918933
62 	0.774184 	0.918933
63 	0.776899 	0.918933
64 	0.771731 	0.918933
65 	0.767034 	0.918933
66 	0.771610 	0.918933
67 	0.791782 	0.918933
68 	0.779211 	0.918933
69 	0.774805 	0.918933
70 	0.762278 	0.918933
71 	0.765656 	0.918933
72 	0.765335 	0.918933
73 	0.779386 	0.918933
74 	0.769310 	0.918933
75 	0.765893 	0.918933
76 	0.762388 	0.918933
77 	0.773553 	0.918933
78 	0.772893 	0.918933
79 	0.762779 	0.918933
80 	0.771626 	0.918933
81 	0.771594 	0.918933
82 	0.759797 	0.918933
83 	0.770753 	0.918933
84 	0.765449 	0.918933
85 	0.764962 	0.918933
86 	0.774346 	0.918933
87 	0.760970 	0.918933
88 	0.772600 	0.918933
89 	0.773435 	0.918933
90 	0.771432 	0.918933
91 	0.775120 	0.918933
92 	0.768200 	0.918933
93 	0.769125 	0.918933
94 	0.772281 	0.918933
95 	0.759628 	0.918933
96 	0.771968 	0.918933
97 	0.770345 	0.918933
98 	0.773470 	0.918933
99 	0.761941 	0.918933
100 	0.766008 	0.918933
101 	0.761947 	0.918933
102 	0.761649 	0.918933
103 	0.785894 	0.918933
104 	0.762841 	0.918933
105 	0.768194 	0.918933
106 	0.758538 	0.918933
107 	0.772875 	0.918933
108 	0.767558 	0.918933
109 	0.776748 	0.918933
110 	0.765873 	0.918933
111 	0.766041 	0.918933
112 	0.762848 	0.918933
113 	0.781225 	0.918933
114 	0.765479 	0.918933
115 	0.766843 	0.918933
116 	0.766671 	0.918933
117 	0.776996 	0.918933
118 	0.774382 	0.918933
119 	0.785554 	0.918933
120 	0.765756 	0.918933
121 	0.763595 	0.918933
122 	0.772941 	0.918933
123 	0.764072 	0.918933
124 	0.773449 	0.918933
125 	0.768946 	0.918933
126 	0.777223 	0.918933
127 	0.770106 	0.918933
128 	0.762136 	0.918933
129 	0.767138 	0.918933
130 	0.777412 	0.918933
131 	0.773754 	0.918933
132 	0.757355 	0.918933
133 	0.764047 	0.918933
134 	0.771919 	0.918933
135 	0.766965 	0.918933
136 	0.763613 	0.918933
137 	0.758570 	0.918933
138 	0.760712 	0.918933
139 	0.760042 	0.918933
140 	0.768800 	0.918933
141 	0.763168 	0.918933
142 	0.764864 	0.918933
143 	0.768103 	0.918933
144 	0.753632 	0.918933
145 	0.776169 	0.918933
146 	0.772376 	0.918933
147 	0.771294 	0.918933
148 	0.769393 	0.918933
149 	0.771411 	0.918933
150 	0.767221 	0.918933
151 	0.773477 	0.918933
152 	0.775186 	0.918933
153 	0.774464 	0.918933
154 	0.763425 	0.918933
155 	0.760287 	0.918933
156 	0.783831 	0.918933
157 	0.776441 	0.918933
158 	0.765828 	0.918933
159 	0.765335 	0.918933
160 	0.767942 	0.918933
161 	0.776743 	0.918933
162 	0.764748 	0.918933
163 	0.775066 	0.918933
