n° 	mediumBlock 	mediumBest
1 	0.777332 	0.921175
2 	0.776954 	0.921175
3 	0.774059 	0.921175
4 	0.777801 	0.921175
5 	0.777746 	0.921175
6 	0.771957 	0.921175
7 	0.773782 	0.921175
8 	0.783685 	0.921175
9 	0.771955 	0.921175
10 	0.768565 	0.921175
11 	0.776427 	0.921175
12 	0.783189 	0.921175
13 	0.765528 	0.921175
14 	0.772390 	0.921175
15 	0.786891 	0.921175
16 	0.781185 	0.921175
17 	0.758674 	0.921175
18 	0.775753 	0.921175
19 	0.775837 	0.921175
20 	0.775206 	0.921175
21 	0.775847 	0.921175
22 	0.771600 	0.921175
23 	0.771164 	0.921175
24 	0.779553 	0.921175
25 	0.770655 	0.921175
26 	0.778913 	0.921175
27 	0.775952 	0.921175
28 	0.761054 	0.921175
29 	0.780051 	0.921175
30 	0.775696 	0.921175
31 	0.773445 	0.921175
32 	0.767274 	0.921175
33 	0.770146 	0.921175
34 	0.764797 	0.921175
35 	0.767231 	0.921175
36 	0.773699 	0.921175
37 	0.765899 	0.921175
38 	0.767630 	0.921175
39 	0.770943 	0.921175
40 	0.766151 	0.921175
41 	0.783324 	0.921175
42 	0.760043 	0.921175
43 	0.771336 	0.921175
44 	0.762885 	0.921175
45 	0.763413 	0.921175
46 	0.769731 	0.921175
47 	0.768265 	0.921175
48 	0.768503 	0.921175
49 	0.778699 	0.921175
50 	0.782723 	0.921175
51 	0.767956 	0.921175
52 	0.774728 	0.921175
53 	0.765938 	0.921175
54 	0.767343 	0.921175
55 	0.769485 	0.921175
56 	0.771346 	0.921175
57 	0.781550 	0.921175
58 	0.774743 	0.921175
59 	0.764188 	0.921175
60 	0.766514 	0.921175
61 	0.770278 	0.921175
62 	0.766232 	0.921175
63 	0.768104 	0.921175
64 	0.758352 	0.921175
65 	0.775432 	0.921175
66 	0.776326 	0.921175
67 	0.774166 	0.921175
68 	0.783497 	0.921175
69 	0.775428 	0.921175
70 	0.765833 	0.921175
71 	0.765422 	0.921175
72 	0.770172 	0.921175
73 	0.765420 	0.921175
74 	0.763274 	0.921175
75 	0.764884 	0.921175
76 	0.770188 	0.921175
77 	0.766872 	0.921175
78 	0.770612 	0.921175
79 	0.774125 	0.921175
80 	0.772416 	0.921175
81 	0.772435 	0.921175
82 	0.775622 	0.921175
83 	0.761617 	0.921175
84 	0.761825 	0.921175
85 	0.765497 	0.921175
86 	0.773248 	0.921175
87 	0.765564 	0.921175
88 	0.769928 	0.921175
89 	0.770005 	0.921175
90 	0.759639 	0.921175
91 	0.762616 	0.921175
92 	0.761651 	0.921175
93 	0.767064 	0.921175
94 	0.772105 	0.921175
95 	0.768980 	0.921175
96 	0.772021 	0.921175
97 	0.777502 	0.921175
98 	0.777510 	0.921175
99 	0.778468 	0.921175
100 	0.776341 	0.921175
101 	0.760914 	0.921175
102 	0.768420 	0.921175
103 	0.766608 	0.921175
104 	0.769424 	0.921175
105 	0.769558 	0.921175
106 	0.772039 	0.921175
107 	0.773849 	0.921175
108 	0.773589 	0.921175
109 	0.760853 	0.921175
110 	0.765862 	0.921175
111 	0.773096 	0.921175
112 	0.772727 	0.921175
113 	0.765098 	0.921175
114 	0.762250 	0.921175
115 	0.772256 	0.921175
116 	0.771359 	0.921175
117 	0.769834 	0.921175
118 	0.771505 	0.921175
119 	0.765525 	0.921175
120 	0.763310 	0.921175
121 	0.758755 	0.921175
122 	0.771570 	0.921175
123 	0.768048 	0.921175
124 	0.761813 	0.921175
125 	0.777343 	0.921175
126 	0.770666 	0.921175
127 	0.764515 	0.921175
128 	0.764722 	0.921175
129 	0.779005 	0.921175
130 	0.764637 	0.921175
131 	0.762672 	0.921175
132 	0.761508 	0.921175
133 	0.769490 	0.921175
134 	0.758597 	0.921175
135 	0.767773 	0.921175
136 	0.770222 	0.921175
137 	0.773054 	0.921175
138 	0.756859 	0.921175
139 	0.775449 	0.921175
140 	0.765213 	0.921175
141 	0.759975 	0.921175
142 	0.765946 	0.921175
143 	0.771409 	0.921175
144 	0.772759 	0.921175
145 	0.768636 	0.921175
146 	0.770071 	0.921175
147 	0.770237 	0.921175
148 	0.779714 	0.921175
149 	0.776908 	0.921175
150 	0.767226 	0.921175
151 	0.767258 	0.921175
152 	0.770895 	0.921175
153 	0.783140 	0.921175
154 	0.769497 	0.921175
155 	0.769903 	0.921175
156 	0.762710 	0.921175
157 	0.763385 	0.921175
158 	0.771024 	0.921175
159 	0.763093 	0.921175
160 	0.767883 	0.921175
161 	0.754622 	0.921175
162 	0.776671 	0.921175
163 	0.768363 	0.921175
164 	0.755543 	0.921175
165 	0.777615 	0.921175
166 	0.762528 	0.921175
167 	0.767300 	0.921175
168 	0.769842 	0.921175
169 	0.768324 	0.921175
170 	0.757677 	0.921175
171 	0.768302 	0.921175
172 	0.768816 	0.921175
173 	0.768613 	0.921175
174 	0.768774 	0.921175
175 	0.771969 	0.921175
176 	0.765916 	0.921175
177 	0.765463 	0.921175
178 	0.768606 	0.921175
179 	0.771705 	0.921175
180 	0.770484 	0.921175
181 	0.757001 	0.921175
182 	0.765545 	0.921175
183 	0.763551 	0.921175
184 	0.771545 	0.921175
185 	0.766760 	0.921175
186 	0.779333 	0.921175
187 	0.765066 	0.921175
188 	0.766548 	0.921175
189 	0.767607 	0.921175
190 	0.763033 	0.921175
191 	0.778662 	0.921175
192 	0.771487 	0.921175
193 	0.757845 	0.921175
194 	0.768005 	0.921175
195 	0.770416 	0.921175
196 	0.763777 	0.921175
197 	0.771796 	0.921175
198 	0.779501 	0.921175
199 	0.785912 	0.921175
200 	0.779318 	0.921175
201 	0.760165 	0.921175
202 	0.768238 	0.921175
203 	0.766072 	0.921175
204 	0.773392 	0.921175
205 	0.768632 	0.921175
206 	0.771863 	0.921175
207 	0.774326 	0.921175
208 	0.773674 	0.921175
209 	0.756692 	0.921175
210 	0.769121 	0.921175
211 	0.769850 	0.921175
212 	0.770908 	0.921175
213 	0.764354 	0.921175
214 	0.775798 	0.921175
215 	0.763808 	0.921175
216 	0.765683 	0.921175
217 	0.768295 	0.921175
218 	0.767431 	0.921175
219 	0.776394 	0.921175
220 	0.763002 	0.921175
221 	0.767214 	0.921175
222 	0.766285 	0.921175
223 	0.773878 	0.921175
224 	0.775345 	0.921175
225 	0.760705 	0.921175
226 	0.762951 	0.921175
227 	0.763233 	0.921175
228 	0.765931 	0.921175
229 	0.776116 	0.921175
230 	0.758704 	0.921175
231 	0.770047 	0.921175
232 	0.755278 	0.921175
233 	0.774325 	0.921175
234 	0.759903 	0.921175
235 	0.759633 	0.921175
236 	0.777765 	0.921175
237 	0.766100 	0.921175
238 	0.768995 	0.921175
239 	0.770404 	0.921175
240 	0.774454 	0.921175
241 	0.765874 	0.921175
242 	0.770657 	0.921175
243 	0.771821 	0.921175
244 	0.772679 	0.921175
245 	0.773227 	0.921175
246 	0.774123 	0.921175
247 	0.773910 	0.921175
248 	0.769608 	0.921175
249 	0.765933 	0.921175
250 	0.764793 	0.921175
251 	0.780244 	0.921175
252 	0.766315 	0.921175
253 	0.765165 	0.921175
254 	0.768877 	0.921175
255 	0.767575 	0.921175
256 	0.772051 	0.921175
257 	0.775525 	0.921175
258 	0.772249 	0.921175
259 	0.767027 	0.921175
260 	0.767029 	0.921175
261 	0.763738 	0.921175
262 	0.773979 	0.921175
263 	0.763268 	0.921175
264 	0.777012 	0.921175
265 	0.757996 	0.921175
266 	0.762505 	0.921175
267 	0.767696 	0.921175
268 	0.762699 	0.921175
269 	0.765214 	0.921175
270 	0.760656 	0.921175
271 	0.784948 	0.921175
272 	0.777441 	0.921175
273 	0.771906 	0.921175
274 	0.774117 	0.921175
275 	0.757536 	0.921175
276 	0.765536 	0.921175
277 	0.771885 	0.921175
278 	0.758748 	0.921175
279 	0.779564 	0.921175
280 	0.763052 	0.921175
281 	0.768980 	0.921175
282 	0.761212 	0.921175
283 	0.757626 	0.921175
284 	0.766446 	0.921175
285 	0.776981 	0.921175
286 	0.773483 	0.921175
287 	0.764620 	0.921175
288 	0.779463 	0.921175
289 	0.776464 	0.921175
290 	0.769501 	0.921175
291 	0.767715 	0.921175
292 	0.768940 	0.921175
293 	0.774375 	0.921175
294 	0.764037 	0.921175
295 	0.770345 	0.921175
296 	0.781018 	0.921175
297 	0.772336 	0.921175
298 	0.767199 	0.921175
299 	0.765270 	0.921175
300 	0.757633 	0.921175
301 	0.761964 	0.921175
302 	0.767017 	0.921175
303 	0.770778 	0.921175
304 	0.766639 	0.921175
305 	0.760746 	0.921175
306 	0.764633 	0.921175
307 	0.766119 	0.921175
308 	0.762798 	0.921175
309 	0.774244 	0.921175
310 	0.766225 	0.921175
311 	0.769640 	0.921175
312 	0.767780 	0.921175
313 	0.786068 	0.921175
314 	0.773652 	0.921175
315 	0.767948 	0.921175
316 	0.764247 	0.921175
317 	0.774750 	0.921175
318 	0.763937 	0.921175
319 	0.764340 	0.921175
320 	0.768789 	0.921175
321 	0.769545 	0.921175
322 	0.771180 	0.921175
323 	0.761210 	0.921175
324 	0.775228 	0.921175
325 	0.766163 	0.921175
326 	0.771847 	0.921175
327 	0.767908 	0.921175
328 	0.762065 	0.921175
329 	0.762239 	0.921175
330 	0.782351 	0.921175
331 	0.767992 	0.921175
332 	0.774945 	0.921175
333 	0.766071 	0.921175
334 	0.768160 	0.921175
335 	0.758431 	0.921175
336 	0.753691 	0.921175
337 	0.775394 	0.921175
338 	0.763761 	0.921175
339 	0.758542 	0.921175
340 	0.774990 	0.921175
341 	0.764171 	0.921175
342 	0.766470 	0.921175
343 	0.763106 	0.921175
344 	0.764408 	0.921175
345 	0.763814 	0.921175
346 	0.768570 	0.921175
347 	0.764007 	0.921175
348 	0.771677 	0.921175
349 	0.777939 	0.921175
350 	0.764330 	0.921175
351 	0.764261 	0.921175
352 	0.762640 	0.921175
353 	0.775941 	0.921175
354 	0.771939 	0.921175
355 	0.771192 	0.921175
356 	0.771350 	0.921175
357 	0.770104 	0.921175
358 	0.772415 	0.921175
359 	0.780671 	0.921175
360 	0.767338 	0.921175
361 	0.768303 	0.921175
362 	0.772296 	0.921175
363 	0.764341 	0.921175
364 	0.766714 	0.921175
365 	0.769744 	0.921175
366 	0.761498 	0.921175
367 	0.767196 	0.921175
368 	0.768467 	0.921175
369 	0.764182 	0.921175
370 	0.769957 	0.921175
371 	0.764336 	0.921175
372 	0.760276 	0.921175
373 	0.762529 	0.921175
374 	0.769204 	0.921175
375 	0.774556 	0.921175
376 	0.766791 	0.921175
377 	0.763513 	0.921175
378 	0.756627 	0.921175
379 	0.780786 	0.921175
380 	0.763103 	0.921175
381 	0.761219 	0.921175
382 	0.781201 	0.921175
383 	0.775073 	0.921175
384 	0.759999 	0.921175
385 	0.769157 	0.921175
386 	0.760399 	0.921175
387 	0.773445 	0.921175
388 	0.777300 	0.921175
389 	0.767381 	0.921175
390 	0.775381 	0.921175
391 	0.766606 	0.921175
392 	0.764300 	0.921175
393 	0.776490 	0.921175
394 	0.774085 	0.921175
395 	0.767034 	0.921175
396 	0.770010 	0.921175
397 	0.774081 	0.921175
398 	0.765556 	0.921175
399 	0.771659 	0.921175
400 	0.771371 	0.921175
401 	0.766253 	0.921175
402 	0.765272 	0.921175
403 	0.762398 	0.921175
404 	0.767692 	0.921175
405 	0.766890 	0.921175
406 	0.768455 	0.921175
407 	0.762269 	0.921175
408 	0.758945 	0.921175
409 	0.759102 	0.921175
410 	0.763701 	0.921175
411 	0.762615 	0.921175
412 	0.765981 	0.921175
413 	0.774603 	0.921175
414 	0.766179 	0.921175
415 	0.782095 	0.921175
416 	0.778128 	0.921175
417 	0.767953 	0.921175
418 	0.766320 	0.921175
419 	0.781908 	0.921175
420 	0.767879 	0.921175
421 	0.761964 	0.921175
422 	0.777324 	0.921175
423 	0.768647 	0.921175
424 	0.772606 	0.921175
425 	0.765682 	0.921175
426 	0.761408 	0.921175
427 	0.774853 	0.921175
428 	0.760888 	0.921175
429 	0.762272 	0.921175
430 	0.764089 	0.921175
431 	0.760498 	0.921175
432 	0.772055 	0.921175
433 	0.769077 	0.921175
434 	0.769791 	0.921175
435 	0.782805 	0.921175
436 	0.777373 	0.921175
437 	0.779529 	0.921175
438 	0.761270 	0.921175
439 	0.771094 	0.921175
440 	0.772733 	0.921175
441 	0.759159 	0.921175
442 	0.767766 	0.921175
443 	0.761285 	0.921175
444 	0.773214 	0.921175
445 	0.758346 	0.921175
446 	0.755315 	0.921175
447 	0.765041 	0.921175
448 	0.775489 	0.921175
449 	0.764575 	0.921175
450 	0.767530 	0.921175
451 	0.767021 	0.921175
452 	0.780496 	0.921175
453 	0.770508 	0.921175
454 	0.766565 	0.921175
455 	0.775190 	0.921175
456 	0.768557 	0.921175
457 	0.772592 	0.921175
458 	0.769944 	0.921175
459 	0.764309 	0.921175
460 	0.775872 	0.921175
461 	0.766985 	0.921175
462 	0.776372 	0.921175
463 	0.780711 	0.921175
464 	0.770783 	0.921175
465 	0.769422 	0.921175
466 	0.773355 	0.921175
467 	0.774583 	0.921175
468 	0.765028 	0.921175
469 	0.764819 	0.921175
470 	0.759297 	0.921175
471 	0.762975 	0.921175
472 	0.757196 	0.921175
473 	0.770664 	0.921175
474 	0.760850 	0.921175
475 	0.769745 	0.921175
476 	0.774161 	0.921175
477 	0.780512 	0.921175
478 	0.767893 	0.921175
479 	0.771989 	0.921175
480 	0.773841 	0.921175
481 	0.764711 	0.921175
482 	0.762872 	0.921175
483 	0.764485 	0.921175
484 	0.766934 	0.921175
485 	0.770901 	0.921175
486 	0.771498 	0.921175
487 	0.772995 	0.921175
488 	0.764613 	0.921175
489 	0.765741 	0.921175
490 	0.773594 	0.921175
491 	0.771105 	0.921175
492 	0.756420 	0.921175
493 	0.764157 	0.921175
494 	0.775271 	0.921175
495 	0.768165 	0.921175
496 	0.760841 	0.921175
497 	0.778032 	0.921175
498 	0.782029 	0.921175
499 	0.765881 	0.921175
500 	0.762963 	0.921175
501 	0.771647 	0.921175
502 	0.771270 	0.921175
503 	0.771164 	0.921175
504 	0.762537 	0.921175
505 	0.765620 	0.921175
506 	0.763392 	0.921175
507 	0.776201 	0.921175
508 	0.771890 	0.921175
509 	0.773952 	0.921175
510 	0.772660 	0.921175
511 	0.767149 	0.921175
512 	0.775228 	0.921175
513 	0.767609 	0.921175
514 	0.761345 	0.921175
515 	0.768568 	0.921175
516 	0.777684 	0.921175
517 	0.775176 	0.921175
518 	0.773565 	0.921175
519 	0.769185 	0.921175
520 	0.764953 	0.921175
521 	0.767020 	0.921175
522 	0.766245 	0.921175
