n° 	mediumBlock 	mediumBest
1 	0.814663 	0.884931
2 	0.807323 	0.884931
3 	0.804551 	0.884931
4 	0.800854 	0.884931
5 	0.798239 	0.884931
6 	0.793645 	0.884931
7 	0.799453 	0.884931
8 	0.795366 	0.884931
9 	0.800014 	0.884931
10 	0.803435 	0.884931
11 	0.795079 	0.884931
12 	0.791692 	0.884931
13 	0.791907 	0.884931
14 	0.795438 	0.884931
15 	0.794985 	0.884931
16 	0.794292 	0.884931
17 	0.786550 	0.884931
18 	0.794267 	0.884931
19 	0.797016 	0.884931
20 	0.797220 	0.884931
21 	0.794446 	0.884931
22 	0.800089 	0.884931
23 	0.790360 	0.884931
24 	0.793772 	0.884931
25 	0.805097 	0.884931
26 	0.801162 	0.884931
27 	0.792862 	0.884931
28 	0.794998 	0.884931
29 	0.799304 	0.884931
30 	0.796582 	0.884931
31 	0.792982 	0.884931
32 	0.802567 	0.884931
33 	0.791155 	0.884931
34 	0.793010 	0.884931
35 	0.793680 	0.884931
36 	0.785763 	0.884931
37 	0.791851 	0.884931
38 	0.787977 	0.884931
39 	0.791804 	0.884931
40 	0.786792 	0.884931
41 	0.789797 	0.884931
42 	0.792971 	0.884931
43 	0.792139 	0.884931
44 	0.789609 	0.884931
45 	0.788149 	0.884931
46 	0.792780 	0.884931
47 	0.798658 	0.884931
48 	0.794877 	0.884931
49 	0.792428 	0.884931
50 	0.790703 	0.884931
51 	0.783991 	0.884931
52 	0.801335 	0.884931
53 	0.788226 	0.884931
54 	0.790282 	0.884931
55 	0.796449 	0.884931
56 	0.791321 	0.884931
57 	0.795342 	0.884931
58 	0.790180 	0.884931
59 	0.793932 	0.884931
60 	0.795030 	0.884931
61 	0.792080 	0.884931
62 	0.800963 	0.884931
63 	0.809769 	0.884931
64 	0.795546 	0.884931
65 	0.786537 	0.884931
66 	0.795053 	0.884931
67 	0.792050 	0.884931
68 	0.798826 	0.884931
69 	0.786780 	0.884931
70 	0.788956 	0.884931
71 	0.785452 	0.884931
72 	0.795378 	0.884931
73 	0.795558 	0.884931
74 	0.787886 	0.884931
75 	0.786515 	0.884931
76 	0.788838 	0.884931
77 	0.797311 	0.884931
78 	0.792495 	0.884931
79 	0.787498 	0.884931
80 	0.790457 	0.884931
81 	0.789911 	0.884931
82 	0.794741 	0.884931
83 	0.784146 	0.884931
84 	0.792161 	0.884931
85 	0.789297 	0.884931
86 	0.792435 	0.884931
87 	0.801188 	0.884931
88 	0.790587 	0.884931
89 	0.793519 	0.884931
90 	0.790913 	0.884931
91 	0.791966 	0.884931
92 	0.796350 	0.884931
93 	0.791147 	0.884931
94 	0.785531 	0.884931
95 	0.790976 	0.884931
96 	0.788727 	0.884931
97 	0.793431 	0.884931
98 	0.789961 	0.884931
99 	0.796625 	0.884931
100 	0.791796 	0.884931
101 	0.790711 	0.884931
102 	0.789026 	0.884931
103 	0.792502 	0.884931
104 	0.787401 	0.884931
105 	0.794973 	0.884931
106 	0.797330 	0.884931
107 	0.783686 	0.884931
108 	0.800247 	0.884931
109 	0.790435 	0.884931
110 	0.793135 	0.884931
111 	0.793841 	0.884931
112 	0.790738 	0.884931
113 	0.795679 	0.884931
114 	0.793713 	0.884931
115 	0.796752 	0.884931
116 	0.787701 	0.884931
117 	0.798465 	0.884931
118 	0.788569 	0.884931
119 	0.797297 	0.884931
120 	0.787135 	0.884931
121 	0.788203 	0.884931
122 	0.798447 	0.884931
123 	0.790367 	0.884931
124 	0.793892 	0.884931
125 	0.787297 	0.884931
126 	0.781537 	0.884931
127 	0.799083 	0.884931
128 	0.787483 	0.884931
129 	0.788566 	0.884931
130 	0.788569 	0.884931
131 	0.801794 	0.884931
