34
1	N 
2	H 
3	H 
4	H 
5	C 
6	H 
7	C 
8	O 
9	C 
10	H 
11	H 
12	H 
13	N 
14	C 
15	H 
16	H 
17	C 
18	O 
19	C 
20	H 
21	H 
22	H 
23	N 
24	C 
25	H 
26	H 
27	C 
28	O 
29	C 
30	H 
31	H 
32	H 
33	O 
34	H 

 1 	 2 	1
 1 	 3 	1
 1 	 4 	1
 1 	 5 	1
 5 	 6 	1
 5 	 7 	1
 5	 9	1
 7	 8	2
 7	13	1
 9	10	1
 9	11	1
 9	12	1
13	14	1
13	15	1
14	16	1
14	17	1
14	19	1
17	18	2
17	23	1
19	20	1
19	21	1
19	22	1
23	24	1
23	25	1
24	26	1
24	27	1
24	29	1
27	28	2
27	33	1
29	30	1
29	31	1
29	32	1
33	34	1
 1	28	4
