n° 	mediumBlock 	mediumBest
1 	0.759137 	0.806632
2 	0.762931 	0.826249
3 	0.766146 	0.826249
4 	0.758266 	0.826249
5 	0.762119 	0.826249
6 	0.751546 	0.826249
7 	0.752915 	0.826249
8 	0.756048 	0.826249
9 	0.758211 	0.826249
10 	0.752827 	0.826249
11 	0.752067 	0.826249
12 	0.745469 	0.826249
13 	0.752823 	0.826249
14 	0.755974 	0.826249
15 	0.752285 	0.826249
16 	0.756745 	0.826249
17 	0.750965 	0.826249
18 	0.755411 	0.826249
19 	0.749637 	0.826249
20 	0.751910 	0.826249
21 	0.751507 	0.826249
22 	0.748678 	0.826249
23 	0.748070 	0.826249
24 	0.750294 	0.826249
25 	0.755585 	0.826249
26 	0.742400 	0.826249
27 	0.751432 	0.826249
28 	0.755914 	0.826249
29 	0.751409 	0.826249
30 	0.746121 	0.826249
31 	0.744877 	0.826249
32 	0.748257 	0.826249
33 	0.753794 	0.826249
34 	0.744277 	0.826249
35 	0.753037 	0.826249
36 	0.745407 	0.826249
37 	0.746493 	0.826249
38 	0.748859 	0.826249
39 	0.747605 	0.826249
40 	0.748782 	0.826249
41 	0.744175 	0.826249
42 	0.749221 	0.826249
43 	0.746484 	0.826249
44 	0.748829 	0.826249
45 	0.745627 	0.826249
46 	0.748191 	0.826249
47 	0.751895 	0.826249
48 	0.743158 	0.826249
49 	0.744631 	0.826249
50 	0.744319 	0.826249
51 	0.746428 	0.826249
52 	0.748454 	0.826249
53 	0.747101 	0.826249
54 	0.755052 	0.826249
55 	0.750230 	0.826249
56 	0.752525 	0.826249
57 	0.748587 	0.826249
58 	0.739647 	0.826249
59 	0.748023 	0.826249
60 	0.755808 	0.826249
61 	0.746012 	0.826249
62 	0.746885 	0.826249
63 	0.749082 	0.826249
64 	0.753036 	0.826249
65 	0.755323 	0.826249
66 	0.741219 	0.826249
67 	0.746423 	0.826249
68 	0.745210 	0.826249
69 	0.746359 	0.826249
70 	0.756994 	0.826249
71 	0.756651 	0.826249
72 	0.745417 	0.826249
73 	0.742163 	0.826249
74 	0.744984 	0.826249
75 	0.746920 	0.826249
76 	0.745292 	0.826249
77 	0.743055 	0.826249
78 	0.742655 	0.826249
79 	0.753655 	0.826249
80 	0.747640 	0.826249
81 	0.743147 	0.826249
82 	0.742382 	0.826249
83 	0.749949 	0.826249
84 	0.742391 	0.826249
85 	0.747637 	0.826249
86 	0.743830 	0.826249
87 	0.758133 	0.826249
88 	0.749235 	0.826249
89 	0.752782 	0.826249
90 	0.742570 	0.826249
91 	0.744174 	0.826249
92 	0.741897 	0.826249
93 	0.744216 	0.826249
94 	0.748819 	0.826249
95 	0.747410 	0.826249
96 	0.743842 	0.826249
97 	0.745054 	0.826249
98 	0.746971 	0.826249
99 	0.750918 	0.826249
100 	0.752766 	0.826249
101 	0.748047 	0.826249
102 	0.751813 	0.826249
103 	0.744727 	0.826249
104 	0.742947 	0.826249
105 	0.752610 	0.826249
106 	0.743421 	0.826249
107 	0.745803 	0.826249
108 	0.737045 	0.826249
109 	0.748403 	0.826249
110 	0.751308 	0.826249
111 	0.750713 	0.826249
112 	0.743362 	0.826249
113 	0.743282 	0.826249
114 	0.750066 	0.826249
115 	0.750091 	0.826249
116 	0.741025 	0.826249
117 	0.744079 	0.826249
118 	0.749036 	0.826249
119 	0.741925 	0.826249
120 	0.754484 	0.826249
121 	0.746415 	0.826249
122 	0.745164 	0.826249
123 	0.748219 	0.826249
124 	0.751103 	0.826249
125 	0.747215 	0.826249
126 	0.743175 	0.826249
127 	0.738528 	0.826249
128 	0.744651 	0.826249
129 	0.744899 	0.826249
130 	0.744241 	0.826249
131 	0.749414 	0.826249
132 	0.746721 	0.826249
133 	0.744138 	0.826249
134 	0.744284 	0.826249
135 	0.756932 	0.826249
136 	0.749977 	0.826249
137 	0.745075 	0.826249
138 	0.742437 	0.826249
139 	0.754459 	0.826249
140 	0.740218 	0.826249
141 	0.737083 	0.826249
142 	0.746858 	0.826249
143 	0.743162 	0.826249
144 	0.740553 	0.826249
145 	0.749342 	0.826249
146 	0.751274 	0.826249
147 	0.752194 	0.826249
148 	0.744752 	0.826249
149 	0.740579 	0.826249
150 	0.745121 	0.826249
151 	0.754475 	0.826249
152 	0.747265 	0.826249
153 	0.748018 	0.826249
154 	0.740026 	0.826249
155 	0.742226 	0.826249
156 	0.744220 	0.826249
157 	0.741736 	0.826249
158 	0.743929 	0.826249
159 	0.745402 	0.826249
160 	0.748447 	0.826249
161 	0.744609 	0.826249
162 	0.744780 	0.826249
163 	0.748818 	0.826249
164 	0.748711 	0.826249
165 	0.753413 	0.826249
166 	0.747056 	0.826249
167 	0.741013 	0.826249
168 	0.750524 	0.826249
169 	0.752228 	0.826249
170 	0.748686 	0.826249
171 	0.740850 	0.826249
172 	0.750919 	0.826249
173 	0.745816 	0.826249
174 	0.743620 	0.826249
175 	0.744787 	0.826249
176 	0.744922 	0.826249
177 	0.740471 	0.826249
178 	0.751738 	0.826249
179 	0.740344 	0.826249
180 	0.741112 	0.826249
181 	0.747553 	0.826249
182 	0.751092 	0.826249
183 	0.744606 	0.826249
184 	0.738336 	0.826249
185 	0.741548 	0.826249
186 	0.748256 	0.826249
187 	0.742256 	0.826249
188 	0.745880 	0.826249
189 	0.744600 	0.826249
190 	0.747272 	0.826249
191 	0.744419 	0.826249
192 	0.742172 	0.826249
193 	0.745715 	0.826249
194 	0.746120 	0.826249
195 	0.745432 	0.826249
196 	0.742840 	0.826249
197 	0.745995 	0.826249
198 	0.752375 	0.826249
199 	0.737334 	0.826249
200 	0.747683 	0.826249
201 	0.745550 	0.826249
202 	0.748640 	0.826249
203 	0.744231 	0.826249
204 	0.742403 	0.826249
205 	0.743733 	0.826249
206 	0.746452 	0.826249
207 	0.742248 	0.826249
208 	0.750018 	0.826249
209 	0.744052 	0.826249
210 	0.743679 	0.826249
211 	0.745692 	0.826249
212 	0.750379 	0.826249
213 	0.743029 	0.826249
214 	0.747188 	0.826249
215 	0.747353 	0.826249
216 	0.752424 	0.826249
217 	0.741832 	0.826249
218 	0.737065 	0.826249
219 	0.741240 	0.826249
220 	0.751643 	0.826249
221 	0.750483 	0.826249
222 	0.750203 	0.826249
223 	0.738599 	0.826249
224 	0.743332 	0.826249
225 	0.747978 	0.826249
226 	0.744697 	0.826249
227 	0.736902 	0.826249
228 	0.742837 	0.826249
229 	0.752270 	0.826249
230 	0.745165 	0.826249
231 	0.748914 	0.826249
232 	0.759366 	0.826249
233 	0.752231 	0.826249
234 	0.748564 	0.826249
235 	0.749121 	0.826249
236 	0.747587 	0.826249
237 	0.746629 	0.826249
238 	0.745377 	0.826249
239 	0.752933 	0.826249
240 	0.747663 	0.826249
241 	0.745145 	0.826249
242 	0.738631 	0.826249
243 	0.751120 	0.826249
244 	0.749481 	0.826249
245 	0.750274 	0.826249
246 	0.741702 	0.826249
247 	0.745470 	0.826249
248 	0.742494 	0.826249
249 	0.749535 	0.826249
250 	0.751716 	0.826249
251 	0.751341 	0.826249
252 	0.744244 	0.826249
253 	0.744481 	0.826249
254 	0.750837 	0.826249
255 	0.751059 	0.826249
256 	0.746710 	0.826249
257 	0.745348 	0.826249
258 	0.744175 	0.826249
259 	0.748189 	0.826249
260 	0.748115 	0.826249
261 	0.754846 	0.826249
262 	0.743002 	0.826249
263 	0.742771 	0.826249
264 	0.746420 	0.826249
265 	0.742890 	0.826249
266 	0.748289 	0.826249
267 	0.750804 	0.826249
268 	0.747615 	0.826249
269 	0.745796 	0.826249
270 	0.758676 	0.826249
271 	0.745616 	0.826249
272 	0.742558 	0.826249
273 	0.739144 	0.826249
274 	0.743237 	0.826249
275 	0.745834 	0.826249
276 	0.746227 	0.826249
277 	0.751421 	0.826249
278 	0.755859 	0.826249
279 	0.750797 	0.826249
280 	0.748095 	0.826249
281 	0.743629 	0.826249
282 	0.748321 	0.826249
283 	0.749499 	0.826249
284 	0.743998 	0.826249
285 	0.745909 	0.826249
286 	0.748918 	0.826249
287 	0.744007 	0.826249
288 	0.753719 	0.826249
289 	0.746698 	0.826249
290 	0.742303 	0.826249
291 	0.744778 	0.826249
292 	0.744514 	0.826249
293 	0.741782 	0.826249
294 	0.746325 	0.826249
295 	0.737351 	0.826249
296 	0.747545 	0.826249
297 	0.743411 	0.826249
298 	0.742608 	0.826249
299 	0.748679 	0.826249
300 	0.745367 	0.826249
301 	0.748753 	0.826249
302 	0.745944 	0.826249
303 	0.745435 	0.826249
304 	0.740093 	0.826249
305 	0.747625 	0.826249
306 	0.746182 	0.826249
307 	0.741004 	0.826249
308 	0.744402 	0.826249
309 	0.741793 	0.826249
310 	0.746129 	0.826249
311 	0.746720 	0.826249
312 	0.747525 	0.826249
313 	0.754504 	0.826249
314 	0.747327 	0.826249
315 	0.743611 	0.826249
316 	0.749077 	0.826249
317 	0.741099 	0.826249
318 	0.742911 	0.826249
319 	0.742262 	0.826249
320 	0.749429 	0.826249
321 	0.746229 	0.826249
322 	0.747812 	0.826249
323 	0.746846 	0.826249
324 	0.750227 	0.826249
325 	0.746717 	0.826249
326 	0.749312 	0.826249
327 	0.746192 	0.826249
328 	0.744835 	0.826249
329 	0.739482 	0.826249
330 	0.746578 	0.826249
331 	0.742399 	0.826249
332 	0.743815 	0.826249
333 	0.751122 	0.826249
334 	0.746812 	0.826249
335 	0.746100 	0.826249
336 	0.749433 	0.826249
337 	0.743764 	0.826249
338 	0.741970 	0.826249
339 	0.745588 	0.826249
340 	0.751814 	0.826249
341 	0.749797 	0.826249
342 	0.748183 	0.826249
343 	0.750783 	0.826249
344 	0.743229 	0.826249
345 	0.755613 	0.826249
346 	0.748234 	0.826249
347 	0.743590 	0.826249
348 	0.739786 	0.826249
349 	0.750533 	0.826249
350 	0.747985 	0.826249
351 	0.753272 	0.826249
352 	0.755173 	0.826249
353 	0.742803 	0.826249
354 	0.757190 	0.826249
355 	0.743976 	0.826249
356 	0.745173 	0.826249
357 	0.749923 	0.826249
358 	0.744903 	0.826249
359 	0.753011 	0.826249
360 	0.742433 	0.826249
361 	0.739523 	0.826249
362 	0.749772 	0.826249
363 	0.754897 	0.826249
364 	0.748254 	0.826249
365 	0.743062 	0.826249
366 	0.749196 	0.826249
367 	0.748014 	0.826249
368 	0.748680 	0.826249
369 	0.747071 	0.826249
370 	0.743457 	0.826249
371 	0.754232 	0.826249
372 	0.741277 	0.826249
373 	0.745238 	0.826249
374 	0.737669 	0.826249
375 	0.739598 	0.826249
376 	0.746526 	0.826249
377 	0.755280 	0.826249
378 	0.752020 	0.826249
379 	0.752188 	0.826249
380 	0.737600 	0.826249
381 	0.743329 	0.826249
382 	0.741377 	0.826249
383 	0.746445 	0.826249
384 	0.747982 	0.826249
385 	0.749354 	0.826249
386 	0.747350 	0.826249
387 	0.744352 	0.826249
388 	0.741610 	0.826249
389 	0.748812 	0.826249
390 	0.747903 	0.826249
391 	0.741555 	0.826249
392 	0.737406 	0.826249
393 	0.746120 	0.826249
394 	0.750224 	0.826249
395 	0.748048 	0.826249
396 	0.745328 	0.826249
397 	0.740710 	0.826249
398 	0.745585 	0.826249
399 	0.748555 	0.826249
400 	0.748748 	0.826249
401 	0.740908 	0.826249
402 	0.739636 	0.826249
403 	0.745790 	0.826249
404 	0.747325 	0.826249
405 	0.748309 	0.826249
406 	0.742290 	0.826249
407 	0.751168 	0.826249
408 	0.750961 	0.826249
409 	0.741734 	0.826249
410 	0.739009 	0.826249
411 	0.748448 	0.826249
412 	0.741296 	0.826249
413 	0.738310 	0.826249
414 	0.748233 	0.826249
415 	0.740450 	0.826249
416 	0.740012 	0.826249
417 	0.754708 	0.826249
418 	0.755032 	0.826249
419 	0.746121 	0.826249
420 	0.744209 	0.826249
421 	0.742697 	0.826249
422 	0.744160 	0.826249
423 	0.744385 	0.826249
424 	0.741469 	0.826249
425 	0.750129 	0.826249
426 	0.751534 	0.826249
427 	0.744452 	0.826249
428 	0.749214 	0.826249
429 	0.742477 	0.826249
430 	0.741250 	0.826249
431 	0.745952 	0.826249
432 	0.745828 	0.826249
433 	0.744292 	0.826249
434 	0.741759 	0.826249
435 	0.745074 	0.826249
436 	0.741529 	0.826249
437 	0.749204 	0.826249
438 	0.749672 	0.826249
439 	0.747793 	0.826249
440 	0.750026 	0.826249
441 	0.746317 	0.826249
442 	0.745144 	0.826249
443 	0.748105 	0.826249
444 	0.744171 	0.826249
445 	0.745470 	0.826249
446 	0.737665 	0.826249
447 	0.753080 	0.826249
448 	0.749301 	0.826249
449 	0.746804 	0.826249
450 	0.741950 	0.826249
451 	0.748081 	0.826249
452 	0.748371 	0.826249
453 	0.742856 	0.826249
454 	0.745225 	0.826249
455 	0.744583 	0.826249
456 	0.744266 	0.826249
457 	0.748358 	0.826249
458 	0.746713 	0.826249
459 	0.745298 	0.826249
460 	0.739162 	0.826249
461 	0.745871 	0.826249
462 	0.748592 	0.826249
463 	0.743234 	0.826249
464 	0.743276 	0.826249
465 	0.751807 	0.826249
466 	0.741409 	0.826249
467 	0.747384 	0.826249
468 	0.743837 	0.826249
469 	0.744555 	0.826249
470 	0.740062 	0.826249
471 	0.736555 	0.826249
472 	0.745125 	0.826249
473 	0.750744 	0.826249
474 	0.739769 	0.826249
475 	0.747745 	0.826249
476 	0.737572 	0.826249
477 	0.754402 	0.826249
478 	0.747361 	0.826249
479 	0.743550 	0.826249
480 	0.738787 	0.826249
481 	0.746511 	0.826249
482 	0.745084 	0.826249
483 	0.748448 	0.826249
484 	0.736683 	0.826249
485 	0.742447 	0.826249
486 	0.746518 	0.826249
487 	0.748223 	0.826249
488 	0.746202 	0.826249
489 	0.747440 	0.826249
490 	0.742028 	0.826249
491 	0.746034 	0.826249
492 	0.743661 	0.826249
493 	0.743520 	0.826249
494 	0.743895 	0.826249
495 	0.749846 	0.826249
496 	0.744520 	0.826249
497 	0.744547 	0.826249
498 	0.753929 	0.826249
499 	0.748195 	0.826249
500 	0.754575 	0.826249
501 	0.742048 	0.826249
502 	0.744682 	0.826249
503 	0.751367 	0.826249
504 	0.739358 	0.826249
505 	0.744767 	0.826249
506 	0.739542 	0.826249
507 	0.737798 	0.826249
508 	0.743967 	0.826249
509 	0.744240 	0.826249
510 	0.744031 	0.826249
511 	0.743797 	0.826249
512 	0.739946 	0.826249
513 	0.737005 	0.826249
514 	0.746389 	0.826249
515 	0.741334 	0.826249
516 	0.741435 	0.826249
517 	0.741230 	0.826249
518 	0.749548 	0.826249
519 	0.742594 	0.826249
520 	0.742984 	0.826249
521 	0.746167 	0.826249
522 	0.742802 	0.826249
523 	0.743887 	0.826249
524 	0.749640 	0.826249
525 	0.744993 	0.826249
526 	0.743702 	0.826249
527 	0.743201 	0.826249
528 	0.745552 	0.826249
529 	0.750530 	0.826249
530 	0.745896 	0.826249
531 	0.747810 	0.826249
532 	0.748320 	0.826249
533 	0.754941 	0.826249
534 	0.739296 	0.826249
535 	0.739829 	0.826249
536 	0.746714 	0.826249
537 	0.746201 	0.826249
